1499156403,296620,144.9797541
1499156703,296990,36.69096968
1499157000,296930,30.71475502
1499157301,296645,25.6828425
1499157608,295841,67.97133218
1499157901,295600,29.29085103
1499158203,295750,92.72868888
1499158500,295155,39.86624014
1499158800,294725,114.8948372
1499159100,294790,36.70490516
1499159409,294991,123.5369547
1499159703,293950,83.34640638
1499160000,294512,29.781652
1499160341,294700,16.03700071
1499160601,295260,25.07293496
1499160900,295000,76.01411071
1499161201,295305,30.64191907
1499161505,296150,47.34988851
1499161804,295500,35.87219302
1499162100,294410,15.46192939
1499162402,294259,18.0896098
1499162707,294260,11.83712741
1499163001,293810,20.32340919
1499163300,292480,19.700724
1499163600,292254,48.59321919
1499163903,291800,34.91957332
1499164200,290920,95.46665215
1499164500,291099,104.4304399
1499164803,292598,190.5567429
1499165107,292031,45.95086814
1499165407,291816,67.35477593
1499165700,291760,24.78270925
1499166003,292300,18.0664822
1499166314,293100,117.4397722
1499166606,292918,38.2535328
1499166909,292299,21.58163143
1499167209,292990,43.22604335
1499167514,293799,35.36640384
1499167802,293339,42.42481778
1499168102,293152,24.40980717
1499168410,293029,15.97109261
1499168701,293000,8.6297601
1499169000,293495,34.03858042
1499169330,293680,25.59404378
1499169606,293900,38.76833993
1499169902,293968,34.51088243
1499170235,293569,18.98259369
1499170500,293000,5.95418674
1499170808,293399,7.57588511
1499171106,293698,22.16123015
1499171403,293399,14.21948117
1499171705,293280,7.6501841
1499172007,293250,18.56187121
1499172301,293000,29.44839447
1499172608,293249,58.85783612
1499172906,293000,5.69487772
1499173204,292849,16.52131684
1499173521,292400,60.44721215
1499173800,292599,24.97567035
1499174105,292528,18.55491097
1499174408,293227,94.50835309
1499174707,293189,14.51498932
1499175006,293180,47.74258798
1499175300,293250,34.24970514
1499175600,293161,19.83136533
1499175907,293600,63.98607915
1499176208,293899,54.04160366
1499176501,294000,81.70477678
1499176806,294000,73.74286552
1499177100,293042,21.91296355
1499177433,293690,39.49356828
1499177701,293695,4.24850027
1499178002,293850,35.05064798
1499178301,293888,61.31917478
1499178644,293150,18.40697893
1499178901,292520,53.37521542
1499179200,292473,46.38875502
1499179503,292668,41.0721605
1499179800,292211,21.37787482
1499180108,292704,13.79304648
1499180403,292754,21.90721858
1499180705,292500,12.09737343
1499181003,290958,50.84793448
1499181318,290691,37.1647201
1499181600,290572,91.09332574
1499181900,289927,33.6982481
1499182200,291200,87.90606995
1499182505,291585,50.10102109
1499182818,291436,71.30414001
1499183104,291679,6.18133638
1499183408,292212,31.11043019
1499183710,292233,15.36833958
1499184004,290740,46.80165884
1499184302,291460,24.90879129
1499184681,291350,35.32803701
1499184901,291318,13.52379463
1499185224,291030,3.43433673
1499185500,290280,4.36162029
1499185808,289272,60.67523938
1499186100,288944,21.06585156
1499186402,288000,26.64366375
1499186701,288130,79.31801751
1499187004,288000,55.96720991
1499187302,288374,103.0366847
1499187603,288979,48.12210401
1499187906,288999,19.6741323
1499188209,290328,54.70794544
1499188511,289930,40.37575806
1499188808,290200,29.23612866
1499189116,289958,34.05713457
1499189406,289005,25.91051695
1499189702,289481,24.51050862
1499190011,289365,64.97553727
1499190307,290099,27.4851735
1499190608,290639,10.78900958
1499190924,291190,18.19206535
1499191204,290592,23.13568001
1499191516,289878,9.49474164
1499191826,290625,18.09977895
1499192101,290699,12.81803555
1499192503,290598,16.45869629
1499192721,290599,2.31372458
1499193045,290887,22.29688327
1499193308,290487,8.12488826
1499193625,290229,7.32569951
1499193921,289748,5.3079177
1499194203,289639,4.4416583
1499194570,289921,4.07546858
1499194800,289500,17.84524494
1499195520,289160,1.13921143
1499195708,288870,8.25563369
1499196001,289202,23.14995639
1499196328,289295,45.10666874
1499196609,288841,27.74959408
1499196900,289627,25.29672187
1499197202,290369,28.86421026
1499197508,290636,26.40475574
1499197827,290727,26.52258022
1499198143,290200,39.89158999
1499198403,289530,21.30506815
1499198767,289643,7.44805577
1499199009,289720,33.29062881
1499199312,289766,12.90063329
1499199615,289900,36.72105064
1499199906,290150,16.72213378
1499200252,290500,8.7734488
1499200525,290837,6.61727972
1499200825,290520,16.83400915
1499201130,290956,5.95045992
1499201400,291500,28.80797382
1499201724,291535,9.2017351
1499202003,290838,16.99555894
1499202340,291500,15.78659892
1499202609,291900,25.02135985
1499202902,292226,30.27066524
1499203210,292693,17.89868628
1499203520,292478,25.13048404
1499203815,292300,14.58516017
1499204100,292182,11.16019217
1499204445,292260,14.42328602
1499204709,292384,20.3628182
1499205007,291396,19.70846973
1499205323,291400,19.79671885
1499205601,291521,15.57305348
1499205934,291487,22.06904308
1499206238,292287,28.26322841
1499206515,292840,26.19442235
1499206810,292663,9.46257787
1499207146,292884,27.28269905
1499207414,292410,15.62356943
1499207734,292574,12.34651905
1499208115,292599,23.66596931
1499208304,292311,23.81005852
1499208628,292149,25.94289712
1499209028,292650,22.22218585
1499209203,292650,8.3705753
1499209509,292890,19.75492258
1499209800,293420,48.42476431
1499210119,293300,55.36046917
1499210432,293258,33.25656568
1499210708,293832,14.89912461
1499211000,293597,51.66846272
1499211313,293101,21.06279561
1499211621,292841,78.69307988
1499211904,293021,35.73974747
1499212265,293308,10.92653909
1499212500,292893,14.3098945
1499212800,292501,32.81325185
1499213154,292031,64.21728729
1499213413,292499,17.52214315
1499213715,291940,39.43762192
1499214006,292119,24.91483149
1499214339,292220,67.94034725
1499214603,291434,55.64106423
1499214911,291061,60.7903879
1499215221,291331,23.94455366
1499215505,290875,35.84649827
1499215801,290291,110.1955423
1499216100,289744,39.82957939
1499216401,289358,53.79710347
1499216709,289204,84.18705893
1499217000,289514,45.63109482
1499217315,289630,48.92441043
1499217601,290236,41.5288775
1499217902,290960,54.78492878
1499218203,290987,28.22725567
1499218516,290790,59.00800762
1499218817,290160,70.21640106
1499219110,289888,9.57340445
1499219401,288340,80.45763386
1499219706,288899,45.43517557
1499220000,288320,32.58071855
1499220332,288680,47.09070094
1499220605,288500,31.52053837
1499220907,288900,43.84689855
1499221208,288600,44.91249283
1499221506,288586,122.6707407
1499221802,289300,61.72057551
1499222100,289940,167.1560035
1499222477,289381,22.85134309
1499222706,288620,66.95022306
1499223008,288599,8.7244557
1499223301,289100,15.86908142
1499223603,289399,10.91966607
1499223917,289139,23.86208851
1499224209,289461,13.96363556
1499224509,289638,53.51376975
1499224803,289500,87.56206805
1499225103,289275,9.93199736
1499225401,289790,22.13513273
1499225705,289682,70.31591521
1499226004,289797,30.65873913
1499226307,289401,35.92403328
1499226601,289139,38.4995334
1499226909,288797,38.04594864
1499227214,288647,28.37971464
1499227529,288800,44.94475863
1499227803,288651,23.26321321
1499228100,288216,14.38404664
1499228408,288000,70.17686165
1499228702,287140,63.55400238
1499229003,286700,77.44048914
1499229337,287000,56.6703912
1499229601,287111,32.79130156
1499229905,286953,14.80586575
1499230202,286852,40.82599464
1499230517,287277,9.46689611
1499230802,287148,24.02609775
1499231106,287028,31.0663365
1499231438,287378,61.12454742
1499231709,287489,36.49067838
1499232014,287531,43.78048745
1499232304,287849,25.8074542
1499232614,288800,114.2997352
1499232901,288730,31.46134669
1499233202,289200,21.33553059
1499233510,289600,108.1359718
1499233836,289967,43.55442153
1499234103,290310,86.19117542
1499234411,289801,56.01760604
1499234704,288921,56.73356107
1499235003,289490,49.94942796
